CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
10542	12337	34	0.7581	-186.089
11523	12230	34	0.8166	-416.168
12669	13340	34	0.8638	-172.073
12773	13924	34	0.8305	-431.187
9510	10542	34	0.7351	-258.111
11523	13340	34	0.7787	-430.184
12773	13740	34	0.831	-344.146
10871	11018	34	0.8638	158.058
11906	13576	34	0.7564	-430.184
12773	13490	34	0.861	-258.110
12773	13031	34	0.921	-86.037
13490	13576	34	0.8368	330.131
12337	13340	34	0.8787	-258.111
11199	12337	34	0.8309	-14.016
10675	10871	34	0.8006	-244.095
9516	10675	34	0.7491	-99.049
13031	13576	34	0.8211	158.058
11523	11540	34	0.8766	-244.095
9510	10290	34	0.8263	-14.016
13002	13576	34	0.9037	-172.073
13740	13924	34	0.8639	-87.040
10542	10871	34	0.922	-86.037
13340	13490	34	0.8508	-416.168
11840	13002	34	0.8366	-14.016
11840	12337	34	0.8853	158.058
13002	13871	34	0.8317	-258.110
12337	13576	34	0.8051	-344.148
13576	13871	34	0.8431	-86.037
10268	11523	34	0.7601	-100.052
10268	10542	34	0.8823	-86.037
9970	10290	34	0.8335	72.021
13031	13924	34	0.8663	-345.150
10675	11523	34	0.8001	-172.073
11540	13340	34	0.7833	-186.089
11018	11906	34	0.8574	-172.073
11199	13002	34	0.7814	-186.090
12512	12773	34	0.9284	-86.037
9970	10675	34	0.8496	-14.016
13031	13303	34	0.8706	-86.036
11906	12230	34	0.8674	-330.132
12512	13002	34	0.8373	158.057
10542	11199	34	0.8591	-172.073
12230	13340	34	0.8451	-14.016
10542	11018	34	0.8884	72.021
10675	11906	34	0.7652	-258.110
12512	12669	34	0.8523	244.094
11840	13303	34	0.8349	-430.184
12512	13031	34	0.9333	-172.074
10268	11018	34	0.8427	-14.015
13031	13740	34	0.8706	-258.110
9970	11523	34	0.7156	-186.089
11523	12337	34	0.9011	-172.073
12230	13303	34	0.8879	-344.147
11523	11906	34	0.936	-86.036
10675	11018	34	0.8947	-86.037
13871	13924	34	0.764	-417.171
13303	13490	34	0.9178	-86.037
11523	11840	34	0.8547	-330.131
13002	13031	34	0.8563	-330.131
13303	13740	34	0.8929	-172.073
12230	13490	34	0.8226	-430.184
11540	11906	34	0.8841	158.058
13031	13490	34	0.8775	-172.073
11018	12669	34	0.7805	-344.147
10871	11906	34	0.8325	-14.015
9516	10542	34	0.7766	-257.107
10542	11840	34	0.8177	-344.147
12773	13002	34	0.8192	244.095
10871	11199	34	0.9275	-86.036
12669	13002	34	0.9197	-86.037
11540	12669	34	0.8379	-14.016
10871	11523	34	0.8752	72.021
9970	10542	34	0.8398	-172.074
11540	12773	34	0.8567	-344.147
11018	11523	34	0.9258	-86.037
11540	11840	34	0.9578	-86.037
11840	12773	34	0.8383	-258.111
11840	12512	34	0.9305	-172.073
12230	13002	34	0.848	72.021
9970	11199	34	0.7863	-344.147
11840	11906	34	0.8914	244.095
10290	11018	34	0.7297	-172.074
11523	13002	34	0.7766	-344.147
10542	11540	34	0.8174	-258.110
12337	12512	34	0.8701	-330.132
13740	13871	34	0.7715	330.131
11906	12337	34	0.9303	-86.037
10268	10290	34	0.7726	158.058
9970	10268	34	0.8899	-86.037
13303	13924	34	0.8423	-259.114
10871	11840	34	0.8329	-258.110
11840	13340	34	0.813	-100.052
12669	13871	34	0.7899	-344.147
11199	11906	34	0.8631	72.021
9516	9970	34	0.8223	-85.033
9510	9970	34	0.8155	-86.037
10871	12230	34	0.8025	-344.147
11199	11540	34	0.952	-86.037
9510	9516	34	0.9166	-1.003
9516	10290	34	0.7094	-13.012
12512	13740	34	0.828	-430.184
10268	10871	34	0.8475	-172.073
11018	11199	34	0.8503	-244.094
13340	13576	34	0.9018	-86.037
11540	12337	34	0.8667	72.021
12669	12773	34	0.863	-330.131
12512	13340	34	0.8452	72.021
11540	13002	34	0.8179	-100.053
12773	13576	34	0.808	72.021
11906	12669	34	0.8872	-172.074
12512	13490	34	0.8714	-344.147
12230	13031	34	0.8853	-258.110
11199	12773	34	0.7992	-430.184
10871	11540	34	0.873	-172.073
9970	10871	34	0.7631	-258.111
11840	13031	34	0.8658	-344.147
11199	12512	34	0.8245	-344.147
12512	13576	34	0.7956	-14.016
12337	12773	34	0.8445	-416.169
13490	13871	34	0.8103	244.094
13340	13871	34	0.8691	-172.074
13002	13340	34	0.9086	-86.036
10542	11906	34	0.7874	-100.052
11523	12669	34	0.7962	-258.111
9970	11018	34	0.7876	-100.053
10871	12337	34	0.7871	-100.052
9510	10268	34	0.7012	-172.074
13031	13340	34	0.8733	244.095
12230	12512	34	0.9127	-86.037
11906	13002	34	0.8355	-258.111
11840	12669	34	0.8549	72.021
9510	10675	34	0.7664	-100.053
10542	10675	34	0.8604	158.058
13002	13303	34	0.8378	-416.168
11906	13340	34	0.7998	-344.148
6146	6210	35	0.7474	38.999
6146	6987	35	0.8198	162.053
6132	6433	35	0.7522	-162.053
6132	6146	35	0.7733	-162.053
6210	6718	35	0.7498	0.000
6718	6958	35	0.7488	-0.000
6682	6987	35	0.7353	63.962
6132	7320	35	0.738	0.001
6132	7056	35	0.7222	0.130
6146	6433	35	0.9228	-0.000
6391	6682	35	0.9233	0.000
7056	7320	35	0.8677	-0.129
6132	6987	35	0.8784	0.000
6987	7320	35	0.821	0.001
6146	6682	35	0.7305	98.091
6987	7056	35	0.7896	0.130
6433	6987	35	0.7947	162.053
3088	3099	36	0.9117	1.000
2063	3106	36	0.7937	-89.974
3088	3106	36	0.7998	178.048
2080	3099	36	0.753	-177.048
2067	3088	36	0.7706	-1.000
2080	3088	36	0.7067	-178.048
2063	2064	36	0.7369	-44.987
2067	2080	36	0.761	177.048
2064	2080	36	0.7181	-44.987
2067	3106	36	0.7772	177.048
2067	3099	36	0.8218	-0.000
3099	3106	36	0.8713	177.048
2080	3106	36	0.8796	0.000
2063	2080	36	0.8048	-89.975
13083	13095	37	0.8174	18.010
13083	13266	37	0.8171	-8.005
10955	12914	37	0.7932	-14.015
12203	13266	37	0.7985	66.032
10467	13520	37	0.9147	-270.219
12059	12407	37	0.7821	-40.031
12216	13266	37	0.8906	48.021
13095	13266	37	0.795	-26.015
12203	13094	37	0.8163	110.058
13083	13094	37	0.858	36.021
12203	13095	37	0.7884	92.047
11386	13095	37	0.7956	44.026
10899	12407	37	0.8032	-14.016
11386	12407	37	0.7974	-58.042
11955	12914	37	0.9524	15.995
12816	12821	37	0.8579	-18.010
12307	13266	37	0.7867	36.021
11745	12407	37	0.7994	3.995
12216	12816	37	0.8436	74.037
12821	13083	37	0.8602	-0.000
12203	12216	37	0.8144	18.010
11955	13520	37	0.8895	-256.204
13094	13095	37	0.8445	-18.011
12059	13660	37	0.7893	-58.041
12816	13094	37	0.7959	18.010
13094	13266	37	0.8923	-44.026
6711	12307	37	0.7901	-68.172
11745	13660	37	0.8262	-14.016
10467	12816	37	0.792	-90.177
10899	12307	37	0.7877	26.015
11386	13094	37	0.8003	62.036
12816	13083	37	0.8365	-18.011
12816	12914	37	0.7867	92.157
11386	13266	37	0.7956	18.010
10467	10658	37	0.8227	0.000
12216	13083	37	0.8609	56.026
12216	13094	37	0.8759	92.047
12816	13095	37	0.816	-0.000
11745	12059	37	0.7956	44.026
12059	12394	37	0.8018	0.060
10658	11955	37	0.786	-14.015
12216	12821	37	0.7842	56.026
10467	11955	37	0.8911	-14.015
12307	12407	37	0.833	-40.031
10899	11386	37	0.8263	44.026
12216	13095	37	0.8885	74.037
2598	3807	38	0.8312	-12.000
2097	2834	38	0.8443	-196.110
2435	3057	38	0.8456	1.003
3405	3446	38	0.8977	1.003
4083	4616	38	0.8774	-14.052
6800	7999	38	0.7664	-106.078
2834	4616	38	0.7496	272.090
4616	6954	38	0.7771	-436.173
2322	5167	38	0.8201	48.021
2598	5630	38	0.7726	-10.020
3648	4083	38	0.9352	0.000
2097	3648	38	0.8846	90.032
2498	2598	38	0.9234	-30.011
2097	6954	38	0.8474	-360.193
6826	8130	38	0.7433	250.070
3807	4616	38	0.8807	43.990
2322	3128	38	0.8154	60.058
3057	5003	38	0.7455	-2.016
2834	3807	38	0.7569	228.100
3704	6954	38	0.8038	7.917
3648	3807	38	0.8626	-58.042
3648	3919	38	0.8988	30.011
3263	5238	38	0.7815	-12.036
3807	5630	38	0.8122	1.979
2322	3834	38	0.7536	112.016
3128	3263	38	0.7449	43.990
3807	10002	38	0.7688	-170.146
3704	4616	38	0.8342	444.090
2598	4083	38	0.8092	46.042
3405	4749	38	0.8318	-32.019
5630	7999	38	0.7511	-190.136
3919	4083	38	0.8975	-30.011
3648	6826	38	0.7898	-494.252
4083	10002	38	0.7882	-228.188
3405	3919	38	0.8554	76.039
4083	8130	38	0.8009	-244.182
3919	9596	38	0.9119	-84.058
3704	10002	38	0.802	229.954
4616	10002	38	0.7556	-214.136
7999	10002	38	0.8356	18.010
2489	2498	38	0.9297	1.003
3704	8130	38	0.7702	213.960
3648	6954	38	0.7806	-450.225
3807	4083	38	0.8719	58.042
6954	7999	38	0.8161	204.027
2489	9596	38	0.8252	-37.013
3807	8130	38	0.7794	-186.141
2417	2435	38	0.8438	-1.003
2598	4616	38	0.8599	31.990
3704	3807	38	0.829	400.100
2144	2419	38	0.8268	0.000
6826	6954	38	0.8565	44.027
2498	3446	38	0.7829	-28.994
3405	9596	38	0.8251	-8.019
2489	3919	38	0.8283	47.045
3057	5167	38	0.7453	6.047
4083	6800	38	0.772	-140.120
3807	7370	38	0.7433	-38.052
5167	5238	38	0.7465	43.990
4616	6826	38	0.7976	-480.201
3128	3834	38	0.8556	51.959
3807	6800	38	0.7602	-82.078
3648	6800	38	0.7724	-140.120
2489	3405	38	0.7753	-28.994
10366	12854	38	0.7925	-84.057
5630	8130	38	0.7576	-188.120
2834	3648	38	0.7703	286.142
2498	9596	38	0.8607	-38.016
3446	12854	38	0.8041	-46.055
7999	8982	38	0.7493	-0.000
3128	5167	38	0.9215	-12.036
3648	3704	38	0.8898	-458.142
6954	10002	38	0.7704	222.037
4749	9596	38	0.8377	24.000
6954	8130	38	0.7613	206.043
3446	4749	38	0.7904	-33.021
2417	3057	38	0.8023	0.000
8130	10002	38	0.7405	15.995
6954	7370	38	0.8654	354.131
4083	6954	38	0.8057	-450.225
2097	7999	38	0.845	-156.167
2145	2322	38	0.7589	-2.016
2143	2144	38	0.8446	-1.026
2834	4083	38	0.7787	286.142
2097	3807	38	0.8704	31.990
4616	6800	38	0.7907	-126.068
3807	6826	38	0.8036	-436.211
2514	2598	38	0.762	-14.016
4616	8130	38	0.8033	-230.131
3807	7999	38	0.7993	-188.156
2834	7999	38	0.7562	39.943
2144	2145	38	0.7549	-43.990
2097	5630	38	0.7565	33.969
2598	3704	38	0.7738	-412.100
2097	6826	38	0.8813	-404.221
3648	7999	38	0.8041	-246.198
2498	3919	38	0.8649	46.042
5003	6222	38	0.7985	18.011
4321	4340	38	0.8434	-1.004
2097	10002	38	0.8386	-138.156
2145	5167	38	0.7467	46.005
2834	3704	38	0.8082	-172.000
3648	8130	38	0.8024	-244.182
3446	9596	38	0.8266	-9.021
5630	6800	38	0.7805	-84.057
4083	7999	38	0.8268	-246.198
3446	3919	38	0.822	75.036
2489	4749	38	0.753	-61.013
4083	5630	38	0.8148	-56.062
2292	5167	38	0.7608	-78.010
3919	4749	38	0.8362	-108.058
2097	4616	38	0.8793	75.980
2598	2834	38	0.7781	-240.100
3648	5630	38	0.8439	-56.062
2097	8130	38	0.7755	-154.151
3704	6826	38	0.8256	-36.110
4616	7999	38	0.8129	-232.147
2598	7999	38	0.7625	-200.156
2498	4749	38	0.7846	-62.016
3807	6954	38	0.7749	-392.183
3648	4616	38	0.8977	-14.052
2097	2598	38	0.8298	43.990
2489	3446	38	0.7642	-27.991
2145	2491	38	0.8152	0.000
3834	5167	38	0.8901	-63.995
2598	3648	38	0.8251	46.042
3405	12854	38	0.8033	-45.052
3405	4340	38	0.7424	-30.011
7999	8130	38	0.8807	2.016
5630	7370	38	0.8116	-40.032
2097	3704	38	0.895	-368.110
2498	3405	38	0.793	-29.997
2598	6800	38	0.782	-94.078
3704	4083	38	0.8631	458.142
2097	6800	38	0.7762	-50.088
6826	7999	38	0.8204	248.054
4616	5630	38	0.8404	-42.011
6826	10002	38	0.8412	266.065
6800	6826	38	0.8427	-354.133
5238	5246	38	0.8894	-1.003
5167	5246	38	0.7434	42.987
4616	7370	38	0.777	-82.042
3704	7999	38	0.8087	211.944
4083	6826	38	0.8247	-494.252
2145	3648	38	0.7681	84.057
2097	4083	38	0.8885	90.032
7968	9080	40	0.7974	-144.021
4858	7007	40	0.7925	-0.001
9072	9111	40	0.8256	-418.212
7007	7968	40	0.9309	-14.016
7974	9098	40	0.8745	0.000
9069	9509	40	0.8026	16.998
9080	9081	40	0.8874	-18.010
9072	9080	40	0.8548	19.014
4858	7968	40	0.7812	-14.017
8460	8471	40	0.9282	18.011
5402	6550	40	0.8157	-310.105
8471	9080	40	0.9361	-14.016
7114	9964	40	0.8488	-138.012
5725	9964	40	0.791	-300.043
9081	9799	40	0.8687	-300.028
8740	9072	40	0.8269	-1.003
7968	9072	40	0.9169	-163.035
4914	8460	40	0.8722	14.000
9081	9964	40	0.9067	-314.044
9517	9987	40	0.7945	406.069
7007	7225	40	0.9454	0.000
7007	8460	40	0.9336	-162.031
7007	9517	40	0.9114	-462.059
7968	7974	40	0.8979	192.064
9472	9575	40	0.932	0.261
9069	9964	40	0.827	-331.051
7114	9072	40	0.8091	175.028
8471	9069	40	0.8657	-15.019
9069	9575	40	0.8409	-13.012
8460	9081	40	0.8827	-14.015
7968	9799	40	0.8693	-462.059
7007	7945	40	0.9621	15.995
9056	9058	40	0.7957	18.010
9081	9575	40	0.7827	3.995
8551	9290	40	0.7853	-14.016
9058	9080	40	0.9474	-30.010
4914	7007	40	0.8857	176.031
8521	8551	40	0.7843	-18.011
8460	9517	40	0.9079	-300.027
9511	9569	40	0.7835	-30.010
9569	9575	40	0.859	18.010
7945	7968	40	0.9462	-30.011
9072	9799	40	0.8435	-299.024
7968	8740	40	0.8446	-162.031
9509	9575	40	0.9421	-30.010
7225	9517	40	0.8928	-462.059
7968	9964	40	0.9403	-476.075
5402	7945	40	0.8197	-178.063
7225	9987	40	0.8076	-55.990
4914	5725	40	0.7994	-14.016
9056	9081	40	0.8461	-30.010
9072	9964	40	0.9338	-313.040
7974	9081	40	0.7817	-354.095
9069	9081	40	0.8431	-17.007
9081	9111	40	0.808	-419.216
7114	7968	40	0.821	338.063
8460	9987	40	0.8074	106.042
9069	9072	40	0.862	-18.010
7225	7968	40	0.8985	-14.016
9111	9799	40	0.7893	119.188
7968	9081	40	0.8771	-162.031
9081	9569	40	0.7937	-14.016
9080	9964	40	0.8662	-332.054
5402	5509	40	0.8703	-0.128
4858	7225	40	0.8179	-0.001
8328	9987	40	0.8322	126.031
8740	9056	40	0.8151	30.010
9080	9111	40	0.7996	-437.226
8551	9950	40	0.8215	-14.016
9058	9069	40	0.8597	-31.014
8521	9098	40	0.8258	-14.016
8471	9517	40	0.8297	-318.038
9472	9569	40	0.8343	-17.750
9081	9472	40	0.7889	3.734
7968	9098	40	0.8535	192.064
5725	7114	40	0.8353	-162.032
9080	9799	40	0.8135	-318.038
9799	9964	40	0.8796	-14.016
7007	8521	40	0.7997	192.064
8471	9058	40	0.9009	15.995
7225	8471	40	0.8723	-144.021
8740	9964	40	0.8327	-314.044
7225	7945	40	0.9578	15.995
7007	8471	40	0.8483	-144.021
9072	9098	40	0.7876	355.099
8460	9056	40	0.83	15.995
7974	9072	40	0.8408	-355.099
4914	9517	40	0.8922	-286.028
9080	9575	40	0.8567	-14.016
4858	7945	40	0.8014	15.994
9080	9509	40	0.8383	15.995
4914	7225	40	0.8753	176.031
9072	9081	40	0.8752	1.004
9111	9964	40	0.8475	105.172
7945	9056	40	0.8058	-162.032
7974	8521	40	0.8715	14.016
9072	9511	40	0.7974	16.998
8740	9081	40	0.8094	0.000
6550	7945	40	0.9423	132.043
9080	9472	40	0.8095	-14.277
8460	8740	40	0.8315	-14.016
7225	8460	40	0.9476	-162.031
8740	9799	40	0.7883	-300.028
7007	9987	40	0.8264	-55.990
9069	9080	40	0.9387	1.004
9517	9799	40	0.8689	-14.016
4380	4723	41	0.9709	-0.000
4380	4782	41	0.9645	30.010
4380	5487	41	0.8355	34.060
4322	4380	41	0.9468	-30.011
4782	5487	41	0.8685	4.049
4723	5487	41	0.8107	34.060
1859	4380	41	0.7575	34.006
1859	4723	41	0.7643	34.006
4322	5487	41	0.8714	4.049
4322	4782	41	0.9757	-0.000
4322	4723	41	0.9483	-30.011
4723	4782	41	0.9706	30.011
1947	2118	42	0.8761	-1.002
582	752	43	0.882	0.000
1735	2131	44	0.737	-0.000
2926	2927	44	0.9183	-1.003
1735	2926	44	0.7472	134.022
1878	2898	44	0.789	-46.042
1878	3484	44	0.8657	-46.042
2927	3484	44	0.7457	-29.007
2926	4226	44	0.7041	17.064
1878	2926	44	0.7912	-16.031
2898	3484	44	0.8785	0.000
1878	2927	44	0.7132	-17.034
2898	2926	44	0.7885	30.011
2926	3484	44	0.8605	-30.011
296	319	45	0.8044	-90.032
415	684	45	0.8488	-0.024
297	328	45	0.8546	-9.005
297	687	45	0.8094	-72.021
297	352	45	0.7674	72.021
297	311	45	0.8006	-81.026
304	339	45	0.786	-1.017
352	437	45	0.908	16.013
297	415	45	0.7863	90.055
319	328	45	0.8293	171.058
339	357	45	0.9031	-0.501
297	684	45	0.8202	90.031
304	415	45	0.824	9.029
326	328	45	0.8592	271.058
299	339	45	0.8144	-0.045
296	328	45	0.8396	81.026
846	853	46	0.7053	-180.064
846	847	46	0.7294	-18.011
11093	11366	47	0.8085	-42.011
11370	11886	47	0.9302	0.000
11894	11932	47	0.9253	-0.058
10296	11366	47	0.803	-78.009
11894	13194	47	0.9139	-0.058
10757	13194	47	0.8095	-14.016
12537	12726	47	0.8971	0.001
10757	11932	47	0.8026	-14.016
10296	11101	47	0.9309	-14.016
9665	11366	47	0.8818	43.989
11886	12537	47	0.8328	-0.000
11932	13194	47	0.909	0.000
9665	11932	47	0.8469	-0.036
10296	11370	47	0.82	-12.036
11370	12215	47	0.8643	0.000
11287	11366	47	0.9289	0.114
11370	12537	47	0.881	-0.000
11886	12215	47	0.8874	0.000
9665	11287	47	0.8355	43.875
9665	13194	47	0.8466	-0.036
11361	13183	48	0.9545	-266.326
12194	13407	48	0.9351	25.193
11438	13182	48	0.9391	-266.261
11360	13145	48	0.9719	-238.145
10940	13637	48	0.961	-294.292
13118	13182	48	0.9681	2.015
13145	13159	48	0.9697	1.007
10912	12761	48	0.8579	-4.032
11360	11438	48	0.9695	-0.065
10817	13183	48	0.9618	-269.280
10912	11645	48	0.9568	-2.016
10817	13181	48	0.9517	-242.261
11430	13182	48	0.9338	-265.257
10940	11430	48	0.9625	-27.019
10940	13295	48	0.9477	-266.140
11360	12550	48	0.9496	-268.342
11361	13118	48	0.9636	-267.338
13182	13637	48	0.9617	-2.016
11438	13295	48	0.9333	-240.124
12120	13159	48	0.9347	3.171
11884	12503	48	0.7703	0.000
12120	13637	48	0.9502	-28.031
11162	13699	48	0.7473	-1.003
10817	11361	48	0.9683	-2.954
10940	12550	48	0.954	-294.292
10817	12194	48	0.9621	-268.277
10817	13118	48	0.9837	-270.292
10817	11360	48	0.9821	-1.951
11360	12120	48	0.9515	-240.310
10612	12764	48	0.7703	-28.150
11360	11430	48	0.9605	-1.068
10912	12308	48	0.9498	21.984
12550	13183	48	0.9558	1.013
12194	13183	48	0.9591	-1.003
11430	13118	48	0.9573	-267.273
6596	10912	48	0.9221	-50.089
13181	13182	48	0.9342	-26.016
11360	13637	48	0.9656	-268.341
10817	13295	48	0.9521	-242.140
11361	13182	48	0.94	-265.323
13295	13637	48	0.9457	-28.152
13145	13181	48	0.9551	-2.165
12194	13145	48	0.9526	28.181
11438	13183	48	0.9375	-267.264
12194	13118	48	0.967	-2.015
11884	12206	48	0.8587	0.000
12369	13181	48	0.941	0.823
13183	13637	48	0.9607	-1.012
7283	12857	48	0.7692	-30.120
13118	13183	48	0.9682	1.012
11361	11434	48	0.9406	-1.068
11162	11428	48	0.8338	0.000
12120	13118	48	0.9606	-28.031
12194	13182	48	0.9535	0.000
10940	12120	48	0.9464	-266.260
12550	13118	48	0.9638	0.001
11430	11438	48	0.9603	1.004
10940	12194	48	0.9578	-292.276
7283	10912	48	0.8775	-66.084
11361	13145	48	0.9564	-237.143
6596	12159	48	0.7274	-320.380
12194	13295	48	0.9445	26.137
11884	13699	48	0.7758	-1.003
11430	13295	48	0.9571	-239.121
11428	11884	48	0.7837	0.000
10940	13182	48	0.9513	-292.276
11162	11884	48	0.831	0.000
11645	12857	48	0.8084	37.979
11361	13637	48	0.948	-267.339
10817	11438	48	0.9691	-2.016
11438	12194	48	0.9375	-266.261
13118	13145	48	0.9847	30.196
11438	13181	48	0.9321	-240.245
10817	12550	48	0.9582	-270.293
11438	13637	48	0.9486	-268.277
13145	13295	48	0.9566	-2.044
11438	12550	48	0.9325	-268.277
11361	11438	48	0.97	0.938
11645	12308	48	0.9624	24.000
12550	13145	48	0.9494	30.196
11360	13118	48	0.9783	-268.341
11361	12550	48	0.9331	-267.339
12120	13182	48	0.9425	-26.016
12194	13181	48	0.9327	26.016
11438	13145	48	0.9552	-238.081
10612	12159	48	0.7672	-27.289
11360	13295	48	0.9459	-240.189
11361	13295	48	0.9546	-239.186
13183	13295	48	0.9507	27.140
13252	13699	48	0.796	-1.003
7283	12308	48	0.882	-44.100
11645	12008	48	0.8535	13.979
10817	13182	48	0.9605	-268.277
10940	11360	48	0.9737	-25.951
11645	12761	48	0.8816	-2.016
10940	13181	48	0.9509	-266.260
12550	13407	48	0.9313	27.209
12206	12369	48	0.9123	-0.000
10939	12369	48	0.92	-0.000
13145	13637	48	0.9693	-30.196
7283	12008	48	0.814	-54.120
13145	13182	48	0.9577	-28.181
11438	12120	48	0.9333	-240.245
12008	12857	48	0.897	24.000
12159	13699	48	0.7331	26.204
13181	13295	48	0.9346	0.121
10817	13145	48	0.9748	-240.096
11361	12194	48	0.9361	-265.323
11360	13159	48	0.9483	-237.138
10817	11430	48	0.9643	-3.019
12120	13181	48	0.9673	-0.000
11430	13183	48	0.9503	-266.260
12194	12550	48	0.9604	-2.016
7283	12761	48	0.7749	-70.116
6596	11645	48	0.8965	-52.104
11360	13182	48	0.9582	-266.326
12206	13252	48	0.8242	-0.000
13118	13637	48	0.983	-0.000
12120	12194	48	0.9355	-26.016
13183	13407	48	0.9359	26.196
12550	13182	48	0.9442	2.016
10940	13183	48	0.9579	-293.279
13181	13637	48	0.9456	-28.031
11361	12120	48	0.9323	-239.307
12008	12761	48	0.7692	-15.995
10817	12120	48	0.9512	-242.261
10939	12206	48	0.9231	0.000
10940	13118	48	0.976	-294.292
12809	13159	48	0.8876	3.020
13182	13295	48	0.9408	26.137
12120	12369	48	0.9538	-0.823
12550	13637	48	0.965	0.000
6596	12308	48	0.8917	-28.104
12008	12308	48	0.8399	10.021
11430	11434	48	0.9573	-1.002
12120	13183	48	0.9354	-27.019
11360	13183	48	0.953	-267.329
11430	13181	48	0.931	-239.242
12120	13295	48	0.939	0.121
13118	13295	48	0.9593	28.152
12120	13145	48	0.9561	2.165
12308	12761	48	0.8562	-26.016
6596	10020	48	0.707	-68.098
12550	13295	48	0.9314	28.153
11360	12194	48	0.9537	-266.326
13145	13183	48	0.9537	-29.184
12308	12857	48	0.8069	13.979
10940	11361	48	0.9632	-26.953
10940	11438	48	0.9689	-26.015
13118	13181	48	0.9578	28.031
11438	13118	48	0.9631	-268.276
10817	10940	48	0.9835	24.000
7283	11645	48	0.8936	-68.100
10940	13145	48	0.9677	-264.096
10817	13637	48	0.9701	-270.292
13159	13637	48	0.9409	-31.203
11361	11430	48	0.9912	-0.066
11360	11361	48	0.9677	-1.003
6596	12008	48	0.763	-38.125
13182	13183	48	0.9569	-1.003
12194	13637	48	0.9603	-2.016
4482	5466	49	0.7458	162.053
1398	1488	50	0.934	14.016
1488	3199	50	0.8796	35.927
946	1398	50	0.8889	-14.015
1398	1607	50	0.8418	-30.011
5998	6341	51	0.748	2.007
6475	6476	51	0.9471	-0.502
6341	6475	51	0.7349	0.994
5932	5998	51	0.938	0.079
6341	6476	51	0.763	0.492
11195	11999	53	0.9549	-0.000
11194	11198	53	0.8583	-116.084
10322	11063	53	0.8758	-130.100
11181	11198	53	0.8013	2.007
11194	12020	53	0.8344	-296.105
11020	11050	53	0.9431	1.032
11198	12079	53	0.8101	-154.005
12000	12859	53	0.889	240.115
11048	13488	53	0.8311	12.000
8662	10320	53	0.8098	-123.055
11130	12418	53	0.9111	-14.016
11086	11615	53	0.9107	112.015
11130	12020	53	0.8173	-310.120
10309	13488	53	0.8226	9.984
10337	11130	53	0.9267	2.015
11038	11086	53	0.925	0.947
10112	10309	53	0.9063	-2.016
12000	13697	53	0.9027	139.991
10111	10311	53	0.8463	-0.010
11181	11999	53	0.8457	115.082
10309	11063	53	0.8655	-132.115
11194	12859	53	0.9146	-0.000
8662	10322	53	0.8176	-122.052
10765	11063	53	0.8746	26.109
11050	11086	53	0.9218	-91.989
10765	11050	53	0.877	-28.031
11020	11086	53	0.9393	-90.957
12000	12079	53	0.8985	-29.974
10320	10322	53	0.9213	1.003
10309	10322	53	0.8847	-2.015
10322	11130	53	0.873	-14.016
12000	12020	53	0.837	-55.990
10765	11020	53	0.8827	-29.063
11039	11051	53	0.8122	80.026
10765	11086	53	0.847	-120.020
11130	12079	53	0.8791	-284.105
11194	12418	53	0.9515	-0.000
11020	11063	53	0.9038	55.172
11038	11039	53	0.8925	-1.069
12418	12859	53	0.9233	-0.000
12020	12418	53	0.8588	296.104
10112	10300	53	0.9774	-0.000
10309	10311	53	0.9063	-1.003
11063	13488	53	0.8155	142.099
10322	11048	53	0.9247	0.000
10300	10309	53	0.9072	-2.016
10311	10320	53	0.8466	-2.016
10322	13488	53	0.8022	12.000
11194	12000	53	0.9683	-240.115
11130	12000	53	0.9181	-254.130
11130	11194	53	0.9253	-14.015
11198	12000	53	0.8895	-124.031
10309	11130	53	0.8667	-16.031
11130	11198	53	0.8489	-130.099
12018	12079	53	0.8133	-27.967
11987	12418	53	0.815	298.108
12000	12018	53	0.8336	-2.007
12020	12859	53	0.8715	296.104
11198	12418	53	0.8242	116.084
11181	12018	53	0.8416	-124.031
12000	12418	53	0.936	240.115
12016	12020	53	0.8378	-298.120
11130	12859	53	0.8889	-14.016
11181	11195	53	0.81	115.082
5828	8362	56	0.9116	-176.047
5893	7929	57	0.7003	-24.000
5499	5893	57	0.8052	42.010
5893	6637	57	0.8203	0.000
5499	6637	57	0.7461	42.010
6193	6637	57	0.7384	0.000
5893	6193	57	0.7579	0.000
9407	9416	58	0.7406	1.003
13416	13420	58	0.8192	133.061
8956	9143	58	0.9424	-14.016
3984	4943	58	0.9484	-14.016
8284	9416	58	0.7274	46.042
9143	9416	58	0.709	-86.000
8956	8957	58	0.8018	-132.042
8283	8284	58	0.8197	-132.042
8906	13420	58	0.7621	-20.005
3986	8956	58	0.7507	14.016
8098	8283	58	0.764	132.043
13420	13422	58	0.8474	-132.058
3984	6828	58	0.7876	0.001
8906	8956	58	0.8976	14.016
3938	3984	58	0.7169	-18.012
8906	9143	58	0.8133	0.000
3984	3986	58	0.7652	162.053
6828	8906	58	0.7606	162.052
3984	8906	58	0.7706	162.053
8098	8284	58	0.8833	0.000
3986	6828	58	0.7215	-162.052
13416	13422	58	0.9096	1.003
4943	6828	58	0.7727	14.017
8098	9416	58	0.7426	46.042
3986	8906	58	0.7929	0.000
1014	1975	60	0.9288	0.000
1014	1298	60	0.9443	0.000
1298	1975	60	0.952	0.000
