CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
7336	7437	510	0.9469	168.087
7336	7466	510	0.9501	-58.042
7337	7469	510	0.8924	-40.031
7469	9757	510	0.7966	167.116
7373	7466	510	0.9378	-0.036
7426	7437	510	0.8608	1.004
7364	7466	510	0.8347	-40.031
10118	10224	511	0.775	-15.995
9752	10018	511	0.7727	0.000
12381	12937	511	0.8672	0.000
10143	10224	511	0.8309	0.000
10257	10258	511	0.8347	-1.003
11762	12559	511	0.7817	-98.037
12799	12937	511	0.7749	1.003
12559	12884	511	0.8228	-2.016
10336	11762	511	0.7802	116.047
10147	10258	511	0.8482	-0.894
9927	10445	511	0.7659	-100.052
12559	12703	511	0.8811	0.000
10336	12381	511	0.7636	18.010
10018	10249	511	0.819	2.016
12703	12937	511	0.8314	-0.000
10082	10143	511	0.9146	0.000
9927	10147	511	0.7739	2.016
10018	10118	511	0.8442	-0.000
10249	10347	511	0.7907	-0.000
10445	12381	511	0.7626	18.010
10445	12559	511	0.8412	18.011
12074	13212	511	0.7769	-0.000
10336	10445	511	0.9103	0.000
9927	10118	511	0.8513	0.000
10018	10224	511	0.7951	-15.995
9927	10249	511	0.8588	2.016
9752	10147	511	0.8066	2.016
12703	12884	511	0.8113	-2.016
9752	10249	511	0.817	2.016
12937	13212	511	0.8254	-0.000
9927	10018	511	0.8608	0.000
10257	10347	511	0.7858	-0.109
10336	12559	511	0.8283	18.011
10147	10257	511	0.8622	0.109
10143	10148	511	0.8146	-15.974
12074	12937	511	0.8121	0.000
9752	9927	511	0.8727	0.000
10018	10347	511	0.7658	2.016
10118	10249	511	0.7782	2.016
12381	12884	511	0.8377	-2.016
10249	10257	511	0.8524	0.109
10147	10249	511	0.8452	0.000
10082	10148	511	0.8112	-15.974
12381	12559	511	0.8972	0.000
12703	12799	511	0.844	-1.003
10445	11762	511	0.7907	116.047
12381	12799	511	0.7973	-1.003
12381	12703	511	0.8892	0.000
12074	12381	511	0.7989	0.000
5276	9078	512	0.8509	-174.068
7713	8582	512	0.8638	2.015
5276	8582	512	0.8749	36.021
7615	7838	513	0.8001	1.003
7615	7828	513	0.8291	-0.000
7615	7818	513	0.8381	0.078
7615	7827	513	0.8656	-0.922
7827	7954	513	0.8203	-0.091
7818	7828	513	0.8394	-0.078
1284	1319	515	0.805	4.981
1278	1329	515	0.8208	-0.000
1278	1319	515	0.785	-1.007
1280	1284	515	0.7395	-15.974
1024	1329	515	0.8509	0.000
1024	1278	515	0.8204	0.000
2004	2333	516	0.9821	-0.000
1326	1396	516	0.9622	0.000
1396	2333	516	0.8505	-248.105
1326	2004	516	0.8623	-248.105
1396	2004	516	0.8504	-248.105
1326	2333	516	0.862	-248.105
627	770	519	0.755	0.804
627	725	519	0.8197	-0.238
627	630	519	0.8078	1.008
774	775	519	0.713	-2.001
760	774	519	0.7917	1.003
760	777	519	0.784	-0.077
760	813	519	0.8146	0.842
770	813	519	0.7239	-0.966
725	813	519	0.8427	0.077
774	813	519	0.9231	-0.162
627	774	519	0.933	0.000
630	774	519	0.7827	-1.008
621	625	519	0.762	-1.995
725	760	519	0.7816	-0.765
627	813	519	0.9577	-0.162
630	783	519	0.9388	-0.000
783	813	519	0.7203	-1.169
621	775	519	0.7267	0.000
630	770	519	0.8923	-0.203
627	760	519	0.7864	-1.003
630	813	519	0.7092	-1.169
774	783	519	0.8034	1.008
770	783	519	0.8837	0.203
627	783	519	0.7997	1.008
770	774	519	0.7321	-0.804
775	787	519	0.7935	-1.995
725	774	519	0.8858	0.238
13548	13792	520	0.933	0.000
13792	13805	520	0.8025	-74.000
13806	13809	520	0.8777	-31.042
13808	13809	520	0.841	-13.012
13065	13548	520	0.82	0.000
13806	13820	520	0.8231	78.032
13808	13820	520	0.8514	96.062
13806	13807	520	0.8504	-17.027
12812	13548	520	0.8217	0.000
13805	13808	520	0.8835	-36.041
13805	13820	520	0.9359	60.021
12812	13792	520	0.808	0.000
13807	13809	520	0.887	-14.016
13670	13879	520	0.9172	0.000
13804	13809	520	0.8017	-91.062
13806	13808	520	0.8708	-18.030
13804	13806	520	0.7633	-60.019
13805	13807	520	0.8256	-35.037
13804	13805	520	0.7537	-42.009
13065	13792	520	0.7573	0.000
13805	13809	520	0.8331	-49.053
12812	13065	520	0.7889	-0.000
13804	13807	520	0.7666	-77.046
13807	13820	520	0.7988	95.059
13804	13808	520	0.7409	-78.050
13065	13534	520	0.776	-1.003
13807	13808	520	0.8556	-1.004
13805	13806	520	0.8689	-18.011
13809	13820	520	0.8144	109.074
13548	13670	520	0.7472	15.995
13534	13548	520	0.7794	1.003
10333	12253	524	0.7719	18.028
10333	12482	524	0.8349	18.011
12201	12253	524	0.8158	0.018
12385	12482	524	0.749	51.033
12253	12482	524	0.8311	-0.018
12201	12482	524	0.8835	0.000
12385	12589	524	0.7613	0.000
10333	12201	524	0.7969	18.010
5087	5376	525	0.866	-14.016
2650	4186	528	0.9303	-14.015
4186	4224	528	0.8349	-1.003
8750	8752	529	0.741	-18.011
9405	10007	529	0.9007	0.000
8750	10061	529	0.764	0.000
8750	10007	529	0.7439	-2.016
8752	10062	529	0.7659	0.000
8752	10061	529	0.7861	18.011
10061	11561	529	0.8079	0.001
7372	7857	530	0.8527	149.106
6220	8121	530	0.8374	1.076
6572	7857	530	0.901	46.043
6384	6572	530	0.948	43.990
6572	7372	530	0.9263	-103.063
6844	7372	530	0.8272	26.927
8121	9323	530	0.7978	-0.072
6572	7904	530	0.8102	45.038
6572	8558	530	0.7937	0.984
4376	7458	530	0.7805	101.086
7372	7904	530	0.8572	148.102
7857	9323	530	0.852	-0.000
5521	6212	530	0.7858	-86.001
7545	7904	530	0.8752	233.099
7904	8121	530	0.8768	1.076
7369	7545	530	0.8481	-86.000
7458	7904	530	0.8732	-1.005
6384	8558	530	0.7916	44.974
7369	7857	530	0.832	148.103
3801	5939	530	0.8028	-0.000
6220	7372	530	0.8427	-148.102
7369	7372	530	0.9119	-1.003
7857	8121	530	0.8953	0.072
7904	7907	530	0.8389	-2.005
6844	9323	530	0.8371	176.033
6572	7369	530	0.8944	-102.060
7289	7857	530	0.7895	0.001
6572	7545	530	0.9053	-188.060
7372	7458	530	0.8415	149.107
6572	6844	530	0.8648	-129.991
7555	7907	530	0.9112	0.000
3801	4376	530	0.8453	-0.000
6220	7545	530	0.8421	-233.099
6310	7545	530	0.8151	248.114
6220	6572	530	0.8064	-45.039
7906	7907	530	0.9277	-1.003
6134	7458	530	0.7816	46.043
7369	7458	530	0.8195	148.104
6220	7458	530	0.8862	1.005
6134	6224	530	0.8581	-0.835
7458	7545	530	0.9152	-234.104
6844	8121	530	0.8011	176.105
6134	6384	530	0.8128	-43.990
6572	9323	530	0.8056	46.042
6384	7857	530	0.8757	90.033
6310	7458	530	0.7975	482.217
6384	7369	530	0.8778	-58.070
6844	7369	530	0.7902	27.930
4376	5422	530	0.8837	-0.000
7555	7906	530	0.849	1.003
6220	7857	530	0.8214	1.004
7555	7904	530	0.8482	2.005
6384	9323	530	0.7806	90.032
7545	7857	530	0.9095	234.103
7458	7857	530	0.9331	-0.001
7545	9323	530	0.8358	234.102
6220	7904	530	0.8597	-0.000
5422	5939	530	0.8555	0.000
6384	7545	530	0.8842	-144.070
6384	6844	530	0.8482	-86.001
6134	6309	530	0.7918	0.984
6572	7458	530	0.867	46.043
7904	9323	530	0.8296	1.004
6844	7857	530	0.9042	176.033
7372	7545	530	0.8939	-84.997
6134	7545	530	0.8014	-188.060
7545	8121	530	0.8245	234.175
6309	6310	530	0.7874	-437.158
6134	6572	530	0.8609	-0.000
6844	7545	530	0.8773	-58.070
6844	7458	530	0.8662	176.034
7458	8121	530	0.8851	0.071
7372	9323	530	0.8039	149.106
6844	7904	530	0.8401	175.029
6310	7857	530	0.8077	482.216
6224	6572	530	0.793	0.834
6212	7289	530	0.8085	176.033
6134	7372	530	0.795	-103.064
7857	7904	530	0.8983	-1.004
7458	9323	530	0.7854	-0.001
6572	8121	530	0.7804	46.114
6384	7458	530	0.8378	90.033
4376	7857	530	0.7967	101.085
7372	8558	530	0.7919	104.047
4376	5939	530	0.8098	-0.000
6384	7372	530	0.9091	-59.073
4138	4545	532	0.9261	162.052
1899	3286	532	0.8128	0.021
2682	3763	532	0.825	86.001
3036	4138	532	0.9065	18.011
4250	4545	532	0.9304	-0.000
3287	3288	532	0.8867	-2.007
3795	4138	532	0.9281	30.011
2386	2772	532	0.9528	-0.000
4138	4250	532	0.9057	162.052
3091	4049	532	0.9083	15.995
2093	3763	532	0.8963	15.995
1927	1971	532	0.8397	-0.911
2212	3763	532	0.9018	1.003
2852	3763	532	0.8026	204.064
3793	3973	532	0.8072	-86.001
4138	4190	532	0.9252	-30.011
2358	2386	532	0.8493	1.004
1899	2093	532	0.916	162.053
2093	3286	532	0.8528	-162.032
2852	4138	532	0.8131	-104.025
2682	2852	532	0.8763	-118.063
1787	1976	532	0.8335	-1.004
2093	3091	532	0.8159	-324.084
1928	2772	532	0.8115	0.092
3793	4049	532	0.9016	-15.995
3795	4190	532	0.9486	-0.000
1787	1928	532	0.8028	-0.092
3547	3793	532	0.8641	15.995
3763	4545	532	0.8807	-146.037
1787	1971	532	0.8186	0.000
1928	1971	532	0.9808	0.092
2087	2852	532	0.856	-42.011
3091	3547	532	0.878	15.995
3790	4250	532	0.9432	0.000
2469	3286	532	0.8128	-76.031
2212	4250	532	0.8526	-145.034
3036	4545	532	0.832	180.063
1899	2087	532	0.8464	15.995
1971	2128	532	0.8534	0.911
2212	4138	532	0.819	-307.086
3793	3795	532	0.9381	-30.011
3763	4250	532	0.8889	-146.037
2682	4250	532	0.8139	-60.036
3793	4190	532	0.9037	-30.011
1899	2469	532	0.8346	76.052
3527	4049	532	0.894	30.011
3287	3795	532	0.9715	-14.016
1976	2358	532	0.8172	0.000
2093	2128	532	0.8175	162.053
1927	1928	532	0.8192	-1.003
2212	2682	532	0.8271	-84.997
2853	3036	532	0.8977	15.995
1971	1976	532	0.9435	-1.004
1928	2128	532	0.8488	1.003
3763	3793	532	0.8181	-308.089
2358	2772	532	0.836	1.003
3547	4049	532	0.9049	-0.000
2546	2682	532	0.8691	162.052
3763	3790	532	0.8675	-146.037
3286	3764	532	0.849	-44.026
3790	4138	532	0.8958	-162.052
1928	2358	532	0.8001	-0.911
1976	2772	532	0.8438	1.003
3793	4250	532	0.9162	162.052
2682	4545	532	0.835	-60.036
2212	3790	532	0.824	-145.034
3790	4545	532	0.923	-0.000
2469	2682	532	0.9317	15.995
2277	3763	532	0.8205	30.010
2093	2469	532	0.8845	-86.001
1787	2386	532	0.8286	0.000
3973	4138	532	0.8033	86.001
1971	2772	532	0.826	-0.000
3036	4250	532	0.8554	180.063
2212	3793	532	0.8257	-307.086
2853	4049	532	0.804	18.011
1899	3091	532	0.8095	-162.031
2852	3793	532	0.8139	-104.025
1928	1976	532	0.938	-0.911
3547	4138	532	0.8598	15.995
3287	4138	532	0.9349	15.995
2093	2277	532	0.8187	-14.015
3793	4545	532	0.9211	162.052
3036	3790	532	0.8447	180.063
1787	2772	532	0.8651	-0.000
2128	3286	532	0.8035	-324.085
1927	2128	532	0.8037	0.000
3527	4190	532	0.8573	15.996
3763	4138	532	0.8152	-308.089
3287	4190	532	0.9269	-14.016
3287	3793	532	0.9551	15.995
2546	2852	532	0.8374	43.989
3091	3527	532	0.8923	-14.016
3527	3547	532	0.8528	30.011
3091	3286	532	0.8418	162.052
2212	4545	532	0.8679	-145.034
4049	4138	532	0.9153	15.995
3036	3793	532	0.9142	18.011
3790	3793	532	0.9086	-162.052
3527	3795	532	0.8841	15.996
3091	3287	532	0.932	15.995
3793	4138	532	0.9745	0.000
2087	2212	532	0.8491	161.050
3070	4138	532	0.8089	354.096
2212	2852	532	0.802	-203.060
8917	8920	533	0.7742	-18.030
8917	8919	533	0.7723	-17.026
8919	8920	533	0.7288	-1.004
8489	8531	534	0.9432	0.029
7768	8489	534	0.924	-2.016
8350	8489	534	0.8958	2.016
7768	8066	534	0.8986	-2.016
7126	8350	534	0.9044	-14.015
2412	7768	534	0.9086	-88.031
3020	7768	534	0.8928	-2.031
8489	8520	534	0.923	-0.974
8066	8350	534	0.9244	-2.016
8454	8520	534	0.8836	0.081
8066	8489	534	0.9151	0.000
8066	8531	534	0.9147	0.029
8520	8531	534	0.9055	1.002
509	743	537	0.9391	0.000
8416	9332	538	0.8408	0.036
8416	8855	538	0.8365	1.003
9332	11387	538	0.7339	-81.075
8415	8855	538	0.8615	0.000
8415	8416	538	0.891	-1.003
9785	10161	538	0.758	15.995
10161	10215	538	0.9341	-2.016
8855	10215	538	0.7122	-84.058
8415	9332	538	0.8214	-0.968
8855	11387	538	0.7082	-82.042
8855	9332	538	0.8699	-0.968
10099	10100	539	0.7592	-18.009
9091	9099	540	0.8942	-1.003
1518	1729	541	0.7089	170.106
1723	1731	541	0.7868	-442.230
1518	1731	541	0.8334	-115.026
2730	2901	542	0.7478	-0.000
2527	3544	543	0.7463	0.000
10769	11638	544	0.7831	-14.016
1853	4788	546	0.8381	15.995
6017	6018	547	0.922	-17.026
5849	6017	547	0.7874	63.033
6018	6881	547	0.7707	-96.021
5916	6017	547	0.7751	17.914
6365	6896	547	0.7063	143.969
6365	6390	547	0.8187	314.100
6365	6881	547	0.8656	202.047
6017	6365	547	0.8204	-315.095
5849	6365	547	0.7913	-252.062
5916	6018	547	0.8703	0.888
5849	5916	547	0.7273	45.118
5916	6365	547	0.708	-297.181
5916	6881	547	0.7027	-95.133
6390	6881	547	0.7995	-112.052
6018	6365	547	0.8407	-298.069
6017	6390	547	0.8323	-0.996
5849	6881	547	0.7651	-50.015
6006	6017	547	0.7262	-18.049
6017	6881	547	0.7822	-113.048
5916	6390	547	0.7685	16.919
5849	6390	547	0.8504	62.037
6018	6390	547	0.8736	16.031
6881	6896	547	0.7287	-58.078
5849	6018	547	0.7427	46.006
6753	7335	549	0.8508	-86.001
9354	9903	551	0.7992	2.016
9709	9903	551	0.7067	15.995
2882	5227	552	0.742	338.122
3253	3439	552	0.8162	-0.000
3988	4521	552	0.8299	15.995
3414	3439	552	0.783	-56.027
3439	3988	552	0.7619	43.990
3358	3414	552	0.933	114.069
3253	3358	552	0.9277	-58.042
2882	3301	552	0.8464	-14.016
3358	5227	552	0.8837	336.106
3358	5634	552	0.8131	-60.000
4838	5634	552	0.877	104.048
3414	5634	552	0.7922	-174.069
3358	3439	552	0.7957	58.042
2882	3439	552	0.7959	60.058
4636	5634	552	0.9133	104.047
3988	4838	552	0.7138	-266.080
3414	3988	552	0.9458	-12.036
2882	4636	552	0.7278	-162.032
3988	4636	552	0.8084	-266.079
2882	5634	552	0.7387	-57.984
2882	3253	552	0.8499	60.058
3358	4838	552	0.7292	-164.048
3988	5634	552	0.7715	-162.032
3253	3988	552	0.9169	43.990
5227	5634	552	0.7339	-396.106
2882	3358	552	0.8524	2.016
3414	4636	552	0.8105	-278.116
3414	5227	552	0.9205	222.037
3253	5634	552	0.8275	-118.042
3253	5227	552	0.8995	278.064
3253	4636	552	0.822	-222.090
3414	4838	552	0.7283	-278.116
3439	5227	552	0.7304	278.064
2882	3988	552	0.8124	104.048
3358	3988	552	0.9414	102.032
2882	3414	552	0.8092	116.084
3988	5227	552	0.9222	234.074
3253	4838	552	0.7652	-222.090
4636	4838	552	0.8867	-0.000
3358	4636	552	0.7863	-164.047
3253	3414	552	0.9315	56.026
6968	6984	553	0.8739	1.039
301	318	553	0.9386	23.997
4610	6984	553	0.8955	43.990
290	318	553	0.8732	162.053
280	290	553	0.8665	15.974
301	4610	553	0.8575	100.035
5175	6968	553	0.813	-1.039
4610	5175	553	0.9249	43.990
5175	6984	553	0.9493	-0.000
290	301	553	0.9029	138.056
986	1270	554	0.9184	-14.016
1555	1753	555	0.8214	-0.000
417	472	555	0.7152	322.090
472	895	555	0.7302	-42.010
1252	1753	555	0.8517	-0.000
1800	4006	555	0.8402	-42.010
895	1800	555	0.897	-42.011
1540	4006	555	0.7607	-42.010
873	1800	555	0.7706	-42.011
1252	2057	555	0.888	0.000
895	4006	555	0.7207	-84.021
873	1540	555	0.7568	-42.010
1753	2057	555	0.8533	0.000
895	1540	555	0.7942	-42.010
1540	1800	555	0.8984	-0.000
1540	1555	555	0.7874	-0.921
1753	2518	555	0.7748	0.000
873	895	555	0.7942	-0.000
11340	11364	556	0.7939	172.588
11364	11379	556	0.7176	-345.677
11317	11340	556	0.7398	1.004
11340	11379	556	0.9074	-173.089
1946	2116	557	0.9479	0.000
1457	2656	557	0.8949	1.003
2656	3043	557	0.9273	0.000
2116	3043	557	0.9219	0.000
2116	2656	557	0.96	0.000
1468	3043	557	0.8798	0.000
1468	1946	557	0.8647	-0.000
2102	2116	557	0.8571	-0.936
1457	1946	557	0.8763	1.003
1468	2116	557	0.8615	-0.000
1468	2656	557	0.8507	0.000
1946	2656	557	0.9582	0.000
1457	3043	557	0.8918	1.004
1457	2116	557	0.8941	1.003
1946	3043	557	0.9224	0.000
1816	2939	560	0.764	324.106
2305	2939	560	0.878	162.053
1816	2305	560	0.8693	162.053
8596	8794	562	0.865	0.000
3877	8794	562	0.8032	-180.021
3877	8596	562	0.8454	-180.021
3877	6651	562	0.8428	-157.005
3877	4754	562	0.7133	-86.000
6651	8794	562	0.8759	-23.016
6651	8596	562	0.8807	-23.016
12729	13273	563	0.7993	0.000
13273	13500	563	0.8127	0.924
13236	13884	563	0.8209	-25.012
13453	13500	563	0.8606	0.924
12729	12932	563	0.8647	0.000
11310	13235	563	0.8041	-62.015
13273	13453	563	0.8124	0.000
13235	13236	563	0.8758	-1.003
12932	13236	563	0.7879	-11.024
12932	13273	563	0.8284	0.000
13235	13884	563	0.7887	-26.016
10872	11310	563	0.7994	-42.011
12932	13884	563	0.7934	-36.036
7542	7843	564	0.8124	162.053
8408	8636	564	0.879	14.016
8170	8233	564	0.8197	306.094
8371	8804	564	0.8707	-11.999
8245	8636	564	0.8198	162.053
639	654	564	0.9471	0.000
639	8245	564	0.7088	-470.303
8245	8804	564	0.8596	18.011
8170	8804	564	0.7112	424.156
7542	8036	564	0.7484	424.157
8036	8245	564	0.9398	-0.000
8036	8636	564	0.8263	162.053
7542	8170	564	0.8751	18.011
465	654	564	0.9185	-0.000
465	639	564	0.9034	-0.000
7843	8233	564	0.8821	162.052
7542	8245	564	0.7815	424.156
8245	8371	564	0.8749	30.010
7843	8170	564	0.9094	-144.042
7356	7649	565	0.8599	1.003
7505	7623	565	0.8899	-0.040
6832	7356	565	0.8875	-1.003
2254	2294	565	0.9149	1.003
7623	7649	565	0.8753	1.003
7505	7649	565	0.8456	0.963
6832	7649	565	0.9229	0.000
2254	7356	565	0.879	-38.052
10622	11098	567	0.7416	160.037
10621	12640	567	0.72	-2.016
11098	12640	567	0.7769	-0.000
10807	11099	567	0.7275	-2.016
10622	11099	567	0.8314	-2.016
11718	12640	567	0.7585	-2.016
10622	11718	567	0.7926	162.053
11098	11099	567	0.7672	-162.053
11098	11718	567	0.818	2.016
11098	12655	567	0.7298	-1.004
10621	11718	567	0.8471	0.000
10622	10807	567	0.7866	-0.000
10621	11098	567	0.7385	-2.016
7117	9944	569	0.7495	15.995
8089	8410	569	0.8014	-86.000
7533	8410	569	0.7467	-0.000
7117	8089	569	0.7566	0.000
7117	7533	569	0.7416	-86.000
8089	9944	569	0.8567	15.995
9295	9356	570	0.7038	30.010
11917	11969	572	0.879	0.046
11036	11969	572	0.7065	-26.016
3720	4079	573	0.8544	-1.005
4660	5545	573	0.8526	-0.001
3862	5546	573	0.8139	15.994
3046	3862	573	0.8138	0.000
3046	3555	573	0.8157	-0.000
4101	5185	573	0.8439	-272.067
3046	4080	573	0.8519	2.015
4680	4871	573	0.8425	15.996
4680	5373	573	0.8465	-272.066
4043	5373	573	0.8731	-288.063
5185	5546	573	0.9192	288.061
4043	5547	573	0.8115	-272.068
4043	4101	573	0.8157	-15.996
4660	6071	573	0.8294	15.993
4043	4561	573	0.8287	2.014
3862	4835	573	0.8035	-288.063
5545	6071	573	0.8881	15.994
3862	4680	573	0.8731	-0.002
5182	5184	573	0.8262	-288.062
3862	4043	573	0.834	15.995
3047	3782	573	0.8857	16.021
3047	3862	573	0.8017	307.107
4460	4588	573	0.8114	1.005
4561	4902	573	0.8044	15.995
3782	4101	573	0.8033	291.085
5185	5547	573	0.8023	15.995
5182	5547	573	0.8136	-274.082
2936	3047	573	0.8054	-15.013
3489	4080	573	0.8242	-0.000
5183	5373	573	0.9134	-288.062
5373	5727	573	0.8315	304.056
5183	5547	573	0.8514	-272.066
3862	5185	573	0.8371	-272.067
4561	5373	573	0.8151	-290.077
4043	5546	573	0.8758	-0.001
4660	5547	573	0.822	-288.062
3555	4080	573	0.8048	2.015
4101	4871	573	0.8319	15.995
3782	3862	573	0.8095	291.086
4589	5182	573	0.8053	288.062
4043	5183	573	0.878	-0.002
3555	4561	573	0.8174	18.010
5547	5727	573	0.8596	288.060
4079	4080	573	0.8225	-1.011
5373	5545	573	0.8401	304.057
4871	5183	573	0.9212	-0.000
2936	2937	573	0.8376	-17.027
3046	4043	573	0.8115	15.996
4101	4680	573	0.8603	-0.001
5184	5547	573	0.8172	13.980
4680	5546	573	0.8311	15.996
4101	5183	573	0.82	15.994
4871	5185	573	0.9157	-288.061
5183	5185	573	0.8986	-288.061
5373	5547	573	0.8363	15.996
4043	4871	573	0.8879	-0.002
4080	4561	573	0.8223	15.994
3862	4101	573	0.9097	-0.001
5185	5727	573	0.8172	304.056
5545	5547	573	0.8723	-288.061
3720	4588	573	0.8043	-0.000
3862	4871	573	0.8096	15.994
4101	5546	573	0.8242	15.995
4043	5185	573	0.8681	-288.063
5545	5727	573	0.9297	-0.000
3555	3862	573	0.8409	0.000
4561	4577	573	0.824	1.011
5727	6071	573	0.8757	15.995
4680	5185	573	0.8426	-272.065
5546	5547	573	0.8454	-272.066
4871	5546	573	0.9305	0.000
3862	5183	573	0.8283	15.994
4080	4577	573	0.8341	17.005
3862	5373	573	0.8449	-272.068
3949	4561	573	0.8193	0.000
2936	3782	573	0.8241	1.009
4660	5727	573	0.8682	-0.002
3720	4080	573	0.8064	-2.016
5185	5373	573	0.9348	-0.001
3555	4101	573	0.861	-0.000
5373	5546	573	0.9317	288.062
5185	5545	573	0.8348	304.056
4680	5183	573	0.8397	15.995
4871	5373	573	0.9215	-288.062
5183	5546	573	0.9406	0.000
3046	4101	573	0.8533	-0.001
4101	5373	573	0.8333	-272.067
4871	5547	573	0.8345	-272.066
9541	9553	576	0.7421	-2.007
8965	9546	576	0.8958	-6.017
8965	9541	576	0.8109	-0.000
9541	9546	576	0.8266	-6.017
6743	6788	577	0.945	0.112
1481	1486	579	0.8056	-39.995
1486	1496	579	0.8669	-130.027
1357	1481	579	0.812	-39.995
13044	13665	581	0.9252	0.498
13027	13044	581	0.7648	0.999
13027	13665	581	0.8283	1.497
13054	13665	581	0.9251	-0.000
13044	13054	581	0.9389	0.498
13027	13054	581	0.8295	1.497
1916	2482	584	0.8582	-30.011
1494	2493	584	0.8775	-226.085
1916	2328	584	0.9029	0.000
2482	2493	584	0.8879	-30.011
1494	2814	584	0.933	-226.084
1633	2029	584	0.8344	-152.048
2029	2814	584	0.8962	-30.010
1916	2029	584	0.907	-30.011
2493	2793	584	0.8589	-0.945
2482	2793	584	0.884	-30.956
2029	2493	584	0.862	-30.010
2493	2814	584	0.9243	0.000
2793	2814	584	0.9144	0.946
1494	2793	584	0.8828	-227.030
1494	2482	584	0.9194	-196.074
2029	2328	584	0.9079	30.011
2328	2482	584	0.9085	-30.011
2482	2814	584	0.9458	-30.010
1633	1916	584	0.8422	-122.037
3656	3657	585	0.7287	-30.011
7931	10177	586	0.7309	0.984
9322	10080	586	0.7806	-59.038
9322	10079	586	0.8809	-42.011
10447	10452	586	0.7976	16.023
10177	10447	586	0.8239	-2.016
10174	10177	586	0.8526	-16.023
7761	8224	586	0.9139	18.010
7761	10174	586	0.8327	17.007
7760	10174	586	0.7265	-1.004
10080	10447	586	0.8225	-26.016
7760	10177	586	0.7981	-17.027
8224	10174	586	0.8299	-1.004
10079	10080	586	0.8764	-17.027
10174	10452	586	0.7083	-2.016
7760	10173	586	0.8238	0.000
8224	10079	586	0.7046	24.000
8246	10174	586	0.7299	17.007
7761	8246	586	0.7858	-0.000
6420	7931	586	0.7142	-26.016
4975	6420	586	0.7182	-42.010
7761	10177	586	0.8777	0.984
8224	10173	586	0.7519	-0.000
8224	10177	586	0.8846	-17.027
7760	7931	586	0.7203	-18.010
7760	7761	586	0.9003	-18.010
7761	10173	586	0.7365	18.010
7760	10079	586	0.7109	24.000
10080	10177	586	0.7656	-24.000
7931	8224	586	0.7215	18.010
7760	8246	586	0.7138	-18.011
7761	7931	586	0.7339	0.000
8224	8246	586	0.7356	-18.011
7760	8224	586	0.9434	0.000
6943	7384	587	0.7344	0.000
6943	7383	587	0.7074	0.036
7382	7383	587	0.7469	-1.003
6009	6060	588	0.7506	0.035
2975	6009	588	0.82	-0.000
4828	5186	590	0.7981	0.000
10039	10153	591	0.7759	-0.000
9220	10039	591	0.8554	13.979
349	384	592	0.795	-1.003
335	349	592	0.9613	0.502
335	384	592	0.8275	-0.502
3945	4713	594	0.9427	-0.000
2688	4850	594	0.9499	18.011
3945	4850	594	0.9539	-38.016
5265	5537	596	0.9323	15.995
4652	5013	596	0.8859	-272.069
4712	5537	596	0.9188	15.995
4291	5265	596	0.912	0.000
3893	5844	596	0.9199	0.000
5538	6070	596	0.9329	-0.000
4291	5844	596	0.9273	0.000
4291	6070	596	0.8838	0.000
2220	3893	596	0.8886	-0.000
5265	5538	596	0.8831	0.000
5476	5538	596	0.9069	-1.012
4368	5477	596	0.8835	-0.002
5013	5477	596	0.9663	-0.000
5265	5844	596	0.9188	0.000
5252	6070	596	0.9148	-1.012
5477	5544	596	0.9137	1.012
4712	5265	596	0.9541	0.000
4291	5252	596	0.9209	1.012
5252	5844	596	0.9215	-1.012
3893	4712	596	0.9062	0.000
5476	5844	596	0.898	-1.012
5252	5476	596	0.9052	0.000
5013	5544	596	0.9109	1.012
4291	4712	596	0.9136	0.000
3893	5265	596	0.9105	0.000
3893	5538	596	0.8971	0.000
4291	5538	596	0.9155	0.000
5252	5538	596	0.9189	-1.012
3673	3893	596	0.8959	15.994
5844	6070	596	0.9319	-0.000
4712	5252	596	0.9113	1.012
3893	5252	596	0.9234	1.012
3893	6070	596	0.8839	0.000
3673	4652	596	0.9298	0.000
5476	6070	596	0.9323	-1.012
5252	5265	596	0.9339	-1.012
4712	5844	596	0.9221	0.000
3893	4291	596	0.9207	0.000
5538	5844	596	0.9211	0.000
12856	13173	597	0.7521	34.006
12047	12226	597	0.7775	-42.010
12047	12449	597	0.8521	-58.005
11395	12856	597	0.7956	-98.037
11395	12047	597	0.7328	-26.016
12226	12449	597	0.7499	-15.995
11395	11444	597	0.7538	47.964
11444	12047	597	0.7453	-73.980
11395	12449	597	0.7018	-84.021
11168	11444	597	0.7202	-0.000
10839	12226	597	0.74	-41.952
10839	12047	597	0.7595	0.057
10839	11444	597	0.733	74.037
10380	12449	597	0.7022	-18.047
12226	12856	597	0.7207	-30.011
11301	11395	597	0.854	0.038
11670	12226	597	0.7063	0.000
11488	12551	599	0.7251	-18.011
11488	11927	599	0.7167	82.042
4644	5985	601	0.8024	-17.027
5628	5985	601	0.7947	0.000
4192	4757	604	0.8366	-86.001
5301	5403	604	0.7479	18.010
5564	5615	604	0.7452	-0.057
4818	5321	604	0.8133	0.000
4818	5403	604	0.7283	-12.000
4757	5615	604	0.7508	162.053
4192	5615	604	0.7175	76.052
4692	4818	604	0.7784	-0.948
5301	5615	604	0.7197	-91.027
10370	10549	606	0.7822	0.000
7325	7344	607	0.8026	1.028
